Indicator ID, UIS.STAT,AGE,CONTRACT_TYPE,COUNTRY_ORIGIN,Dataflow / Dataset,EDU_ATTAIN,EDU_CAT,EDU_FIELD,EDU_LEVEL,EDU_TYPE,GRADE,IMM_STATUS,INFRASTR,Indicator ID,Indicator Label - EN,Indicator Section,LOCATION,REGION_DEST,SECTOR_EDU,SEX,SE_BKGRD,STAT_UNIT,SUBJECT,TEACH_EXPERIENCE,Table query,Theme,UNIT_MEASURE,WEALTH_QUINTILE,changes in Dec 2018 ,key,short_key
41935,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G3,_Z,_Z,41935,"Repeaters in Grade 3 of lower secondary general education, both sexes (number)",Repetition,_T,W00,INST_T,_T,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4._T._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-g3
41936,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G4,_Z,_Z,41936,"Repeaters in Grade 4 of lower secondary general education, both sexes (number)",Repetition,_T,W00,INST_T,_T,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4._T._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-g4
41937,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G5,_Z,_Z,41937,"Repeaters in Grade 5 of lower secondary general education, both sexes (number)",Repetition,_T,W00,INST_T,_T,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4._T._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-g5
41938,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G6,_Z,_Z,41938,"Repeaters in Grade 6 of lower secondary general education, both sexes (number)",Repetition,_T,W00,INST_T,_T,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4._T._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-g6
41939,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_U,_Z,_Z,41939,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",Repetition,_T,W00,INST_T,_T,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4._T._T._U.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-grade__u
41931,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,41931,"Repeaters in lower secondary general education, all grades, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f
41924,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G1,_Z,_Z,41924,"Repeaters in Grade 1 of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-g1
41925,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G2,_Z,_Z,41925,"Repeaters in Grade 2 of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-g2
41926,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G3,_Z,_Z,41926,"Repeaters in Grade 3 of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-g3
41927,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G4,_Z,_Z,41927,"Repeaters in Grade 4 of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-g4
41928,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G5,_Z,_Z,41928,"Repeaters in Grade 5 of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-g5
41929,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G6,_Z,_Z,41929,"Repeaters in Grade 6 of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-g6
41930,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_U,_Z,_Z,41930,"Repeaters in grade unknown of lower secondary general education, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.F._T._U.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-f-grade__u
41922,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,41922,"Repeaters in lower secondary general education, all grades, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m
41915,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G1,_Z,_Z,41915,"Repeaters in Grade 1 of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-g1
41916,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G2,_Z,_Z,41916,"Repeaters in Grade 2 of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-g2
41917,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G3,_Z,_Z,41917,"Repeaters in Grade 3 of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-g3
41918,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G4,_Z,_Z,41918,"Repeaters in Grade 4 of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-g4
41919,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G5,_Z,_Z,41919,"Repeaters in Grade 5 of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-g5
41920,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G6,_Z,_Z,41920,"Repeaters in Grade 6 of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-g6
41921,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_U,_Z,_Z,41921,"Repeaters in grade unknown of lower secondary general education, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L2.C4.M._T._U.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-2-c4-m-grade__u
41941,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L3,INIT,_T,_Z,_Z,41941,"Repeaters in upper secondary general education, all grades, both sexes (number)",Repetition,_T,W00,INST_T,_T,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L3._T._T._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-3
41932,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L3,INIT,_T,_Z,_Z,41932,"Repeaters in upper secondary general education, all grades, female (number)",Repetition,_T,W00,INST_T,F,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L3._T.F._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-3-f
41923,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L3,INIT,_T,_Z,_Z,41923,"Repeaters in upper secondary general education, all grades, male (number)",Repetition,_T,W00,INST_T,M,_Z,RPTR,_Z,_Z,Repeaters by grade in primary and lower secondary education,Progression,PER,_Z,,RPTR.PER.L3._T.M._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,rptr-3-m
REPP.1,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,REPP.1,"Percentage of repeaters in primary education, all grades, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1
REPP.1.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,REPP.1.F,"Percentage of repeaters in primary education, all grades, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f
REPP.1.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,REPP.1.M,"Percentage of repeaters in primary education, all grades, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m
REPP.1.GPI,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,REPP.1.GPI,"Percentage of repeaters in primary education, all grades, gender parity index (GPI)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,GPI,_Z,,REPP.GPI.L1._T._T._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-gpi-1
REPP.1.G1,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G1,_Z,_Z,REPP.1.G1,"Percentage of repeaters in Grade 1 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g1
REPP.1.G1.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G1,_Z,_Z,REPP.1.G1.F,"Percentage of repeaters in Grade 1 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g1
REPP.1.G1.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G1,_Z,_Z,REPP.1.G1.M,"Percentage of repeaters in Grade 1 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g1
REPP.1.G2,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G2,_Z,_Z,REPP.1.G2,"Percentage of repeaters in Grade 2 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g2
REPP.1.G2.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G2,_Z,_Z,REPP.1.G2.F,"Percentage of repeaters in Grade 2 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g2
REPP.1.G2.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G2,_Z,_Z,REPP.1.G2.M,"Percentage of repeaters in Grade 2 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g2
REPP.1.G3,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G3,_Z,_Z,REPP.1.G3,"Percentage of repeaters in Grade 3 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g3
REPP.1.G3.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G3,_Z,_Z,REPP.1.G3.F,"Percentage of repeaters in Grade 3 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g3
REPP.1.G3.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G3,_Z,_Z,REPP.1.G3.M,"Percentage of repeaters in Grade 3 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g3
REPP.1.G4,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G4,_Z,_Z,REPP.1.G4,"Percentage of repeaters in Grade 4 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g4
REPP.1.G4.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G4,_Z,_Z,REPP.1.G4.F,"Percentage of repeaters in Grade 4 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g4
REPP.1.G4.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G4,_Z,_Z,REPP.1.G4.M,"Percentage of repeaters in Grade 4 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g4
REPP.1.G5,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G5,_Z,_Z,REPP.1.G5,"Percentage of repeaters in Grade 5 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g5
REPP.1.G5.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G5,_Z,_Z,REPP.1.G5.F,"Percentage of repeaters in Grade 5 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g5
REPP.1.G5.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G5,_Z,_Z,REPP.1.G5.M,"Percentage of repeaters in Grade 5 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g5
REPP.1.G6,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G6,_Z,_Z,REPP.1.G6,"Percentage of repeaters in Grade 6 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g6
REPP.1.G6.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G6,_Z,_Z,REPP.1.G6.F,"Percentage of repeaters in Grade 6 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g6
REPP.1.G6.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G6,_Z,_Z,REPP.1.G6.M,"Percentage of repeaters in Grade 6 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g6
REPP.1.G7,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G7,_Z,_Z,REPP.1.G7,"Percentage of repeaters in Grade 7 of primary education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T._T._T.G7.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-g7
REPP.1.G7.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G7,_Z,_Z,REPP.1.G7.F,"Percentage of repeaters in Grade 7 of primary education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.F._T.G7.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-f-g7
REPP.1.G7.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,G7,_Z,_Z,REPP.1.G7.M,"Percentage of repeaters in Grade 7 of primary education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L1._T.M._T.G7.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-1-m-g7
REPP.2.GPV,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,REPP.2.GPV,"Percentage of repeaters in lower secondary general education, all grades, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L2.C4._T._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-2-c4
REPP.2.GPV.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,REPP.2.GPV.F,"Percentage of repeaters in lower secondary general education, all grades, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L2.C4.F._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-2-c4-f
REPP.2.GPV.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,REPP.2.GPV.M,"Percentage of repeaters in lower secondary general education, all grades, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L2.C4.M._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-2-c4-m
REPP.2.GPV.GPI,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,REPP.2.GPV.GPI,"Percentage of repeaters in lower secondary general education, all grades, gender parity index (GPI)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,GPI,_Z,,REPP.GPI.L2.C4._T._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-gpi-2-c4
REPP.2.GPV.G1,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G1,_Z,_Z,REPP.2.GPV.G1,"Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)",Repetition,_T,W00,INST_T,_T,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L2.C4._T._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-2-c4-g1
REPP.2.GPV.G1.F,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G1,_Z,_Z,REPP.2.GPV.G1.F,"Percentage of repeaters in Grade 1 of lower secondary general education, female (%)",Repetition,_T,W00,INST_T,F,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L2.C4.F._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-2-c4-f-g1
REPP.2.GPV.G1.M,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,G1,_Z,_Z,REPP.2.GPV.G1.M,"Percentage of repeaters in Grade 1 of lower secondary general education, male (%)",Repetition,_T,W00,INST_T,M,_Z,REPP,_Z,_Z,Percentage of repeaters by grade in primary and lower secondary education,Progression,PT,_Z,,REPP.PT.L2.C4.M._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,repp-2-c4-m-g1
