STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,WEALTH_QUINTILE,LOCATION,EDU_TYPE,EDU_FIELD,SUBJECT,INFRASTR,SE_BKGRD,TEACH_EXPERIENCE,CONTRACT_TYPE,COUNTRY_ORIGIN,REGION_DEST,IMM_STATUS,REF_AREA,TIME_PERIOD,full_sdmx_key,abb_sdmx_key,abb_sdmx_key2
REPR,PT,L1,_T,M,_T,G4,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T.M._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1..M..G4..............,repr-1-m-g4
REPR,PT,L1,_T,M,_T,G2,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T.M._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1..M..G2..............,repr-1-m-g2
REPR,PT,L1,_T,M,_T,G3,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T.M._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1..M..G3..............,repr-1-m-g3
REPR,PT,L1,_T,M,_T,_T,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T.M._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1..M................,repr-1-m
REPR,PT,L1,_T,M,_T,G1,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T.M._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1..M..G1..............,repr-1-m-g1
REPR,PT,L1,_T,_T,_T,G7,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G7.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G7..............,repr-1-g7
REPR,PT,L1,_T,_T,_T,G6,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G6.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G6..............,repr-1-g6
REPR,PT,L1,_T,_T,_T,G1,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G1.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G1..............,repr-1-g1
REPR,PT,L1,_T,_T,_T,G4,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G4.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G4..............,repr-1-g4
REPR,PT,L1,_T,_T,_T,G3,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G3.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G3..............,repr-1-g3
REPR,PT,L1,_T,_T,_T,_T,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1..................,repr-1
REPR,PT,L1,_T,_T,_T,G2,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G2.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G2..............,repr-1-g2
REPR,PT,L1,_T,_T,_T,G5,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,REPR.PT.L1._T._T._T.G5.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,REPR..1....G5..............,repr-1-g5
ROFST,PT,L1,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T.M.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..M................,rofst-1-m
ROFST,PT,L1,_T,M,UNDER1_AGE,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T.M.UNDER1_AGE._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..M.UNDER1_AGE...............,rofst-1-m-under1_age
ROFST,PT,L1,_T,M,ISC1_IN_ISC02,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T.M.ISC1_IN_ISC02._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..M.ISC1_IN_ISC02...............,rofst-1-m-isc1_in_isc02
ROFST,PT,L1,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T.F.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..F................,rofst-1-f
ROFST,PT,L1,_T,F,UNDER1_AGE,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T.F.UNDER1_AGE._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..F.UNDER1_AGE...............,rofst-1-f-under1_age
ROFST,PT,L1,_T,F,ISC1_IN_ISC02,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T.F.ISC1_IN_ISC02._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..F.ISC1_IN_ISC02...............,rofst-1-f-isc1_in_isc02
ROFST,PT,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1..................,rofst-1
ROFST,PT,L1,_T,_T,ISC1_IN_ISC02,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T._T.ISC1_IN_ISC02._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1...ISC1_IN_ISC02...............,rofst-1-isc1_in_isc02
ROFST,PT,L1,_T,_T,UNDER1_AGE,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1._T._T.UNDER1_AGE._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1...UNDER1_AGE...............,rofst-1-under1_age
ROFST,PT,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..2..F................,rofst-2-f
ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..2..M................,rofst-2-m
ROFST,PT,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..2..................,rofst-2
ROFST,PT,L1_2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1_2._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1_2..................,rofst-1_2
ROFST,PT,L1_2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1_2._T.F.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1_2..F................,rofst-1_2-f
ROFST,PT,L1_2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1_2._T.M.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1_2..M................,rofst-1_2-m
ROFST,PT,L2_3,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L2_3._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..2_3..................,rofst-2_3
ROFST,PT,L2_3,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L2_3._T.F.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..2_3..F................,rofst-2_3-f
ROFST,PT,L2_3,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L2_3._T.M.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..2_3..M................,rofst-2_3-m
ROFST,PT,L1T3,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1T3._T.M.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1T3..M................,rofst-1t3-m
ROFST,PT,L1T3,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1T3._T.F.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1T3..F................,rofst-1t3-f
ROFST,PT,L1T3,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L1T3._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..1T3..................,rofst-1t3
ROFST,PT,L3,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L3._T.F.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..3..F................,rofst-3-f
ROFST,PT,L3,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L3._T.M.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..3..M................,rofst-3-m
ROFST,PT,L3,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.PT.L3._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST..3..................,rofst-3
ROFST,GPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.2..................,rofst-gpia-2
ROFST,GPIA,L1T3,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L1T3._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.1T3..................,rofst-gpia-1t3
ROFST,GPIA,L3,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L3._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.3..................,rofst-gpia-3
ROFST,GPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.1..................,rofst-gpia-1
ROFST,GPIA,L1,_T,_T,ISC1_IN_ISC02,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L1._T._T.ISC1_IN_ISC02._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.1...ISC1_IN_ISC02...............,rofst-gpia-1-isc1_in_isc02
ROFST,GPIA,L1_2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L1_2._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.1_2..................,rofst-gpia-1_2
ROFST,GPIA,L2_3,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST.GPIA.L2_3._T._T.SCH_AGE_GROUP._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST.GPIA.2_3..................,rofst-gpia-2_3
ROFST_PHH,GLPIA,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..M.....Q1...........,rofst_phh-glpia-2-m-q1
ROFST_PHH,GLPIA,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..M.....Q2...........,rofst_phh-glpia-2-m-q2
ROFST_PHH,GLPIA,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..M.....Q3...........,rofst_phh-glpia-2-m-q3
ROFST_PHH,GLPIA,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..M................,rofst_phh-glpia-2-m
ROFST_PHH,GLPIA,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..M.....Q4...........,rofst_phh-glpia-2-m-q4
ROFST_PHH,GLPIA,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..M.....Q5...........,rofst_phh-glpia-2-m-q5
ROFST_PHH,GLPIA,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..F.....Q5...........,rofst_phh-glpia-2-f-q5
ROFST_PHH,GLPIA,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..F................,rofst_phh-glpia-2-f
ROFST_PHH,GLPIA,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..F.....Q2...........,rofst_phh-glpia-2-f-q2
ROFST_PHH,GLPIA,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..F.....Q4...........,rofst_phh-glpia-2-f-q4
ROFST_PHH,GLPIA,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..F.....Q3...........,rofst_phh-glpia-2-f-q3
ROFST_PHH,GLPIA,L2,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..F.....Q1...........,rofst_phh-glpia-2-f-q1
ROFST_PHH,GLPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2.......Q5...........,rofst_phh-glpia-2-q5
ROFST_PHH,GLPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2..................,rofst_phh-glpia-2
ROFST_PHH,GLPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2.......Q3...........,rofst_phh-glpia-2-q3
ROFST_PHH,GLPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2.......Q1...........,rofst_phh-glpia-2-q1
ROFST_PHH,GLPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2.......Q4...........,rofst_phh-glpia-2-q4
ROFST_PHH,GLPIA,L2,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L2._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.2.......Q2...........,rofst_phh-glpia-2-q2
ROFST_PHH,GLPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1.......Q3...........,rofst_phh-glpia-1-q3
ROFST_PHH,GLPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1.......Q4...........,rofst_phh-glpia-1-q4
ROFST_PHH,GLPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1.......Q5...........,rofst_phh-glpia-1-q5
ROFST_PHH,GLPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1.......Q1...........,rofst_phh-glpia-1-q1
ROFST_PHH,GLPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1.......Q2...........,rofst_phh-glpia-1-q2
ROFST_PHH,GLPIA,L1,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T._T.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1..................,rofst_phh-glpia-1
ROFST_PHH,GLPIA,L1,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T.F.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1..F................,rofst_phh-glpia-1-f
ROFST_PHH,GLPIA,L1,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1..F.....Q2...........,rofst_phh-glpia-1-f-q2
ROFST_PHH,GLPIA,L1,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1..F.....Q4...........,rofst_phh-glpia-1-f-q4
ROFST_PHH,GLPIA,L1,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1..F.....Q3...........,rofst_phh-glpia-1-f-q3
ROFST_PHH,GLPIA,L1,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,ROFST_PHH.GLPIA.L1._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,ROFST_PHH.GLPIA.1..F.....Q5...........,rofst_phh-glpia-1-f-q5
